,comment_lengths,comments,mags,scores,times
1125,98,You know when Human get money on their Hands they can do whatever they want but i support yu PM ^^,0.6,0.6,2017-06-14T06:20:46+0000
1126,85,We salute u for putting our country first! Not easy without strong family support....,0.8,0.3,2017-06-14T02:11:24+0000
1127,101,?????????????????????????????????????????????? ??????????????????????????????????????????????????????,A,N,2017-06-14T15:15:45+0000
1128,86,"PM Lee, chin up! I trust and believe in your leadership! May God bless the Lee Family!",1.6,0.5,2017-06-15T03:36:34+0000
1129,145,????????????????  ????????????????  ??????? ? ?????  ??????????????????  ???????????????????????????????????????? ? ?????????  ????????? ????????,A,N,2017-06-14T07:38:20+0000
1130,55,Someone jump down the other day..So sad. Cant be saved.,1.1,-0.5,2017-06-14T06:02:07+0000
1131,116,We support you. Turn the house into a museum so the younger generation can learn the history of Singapore's founder.,0.9,0.4,2017-06-19T09:12:26+0000
1132,39,Go LHL! Your siblings are super lame! ',0.9,-0.2,2017-06-14T01:55:22+0000
1133,11,u can do it,0.2,0.2,2017-06-14T01:52:42+0000
1134,100,I think we should leave the family to settle things among themselves.   Blood is thicker than water.,0.7,0.3,2017-06-15T00:41:11+0000
1135,115,Dear  PM don't  be bothered by them You are the Boss right?You do whatever you think is right You have our mandate.,0.2,-0.2,2017-06-14T05:36:36+0000
1136,64,Sir you are the best!  Stay strong and healthy.  We all Love you,1.7,0.5,2017-06-15T02:12:09+0000
1137,65,I thought there is nothing private if you are public figures. No?,0.4,-0.2,2017-06-15T02:34:19+0000
1138,101,Mr lee ; i belive you can overcome ; everybody got family issue ; just follow your heart ..you can ..,0.7,0.7,2017-06-14T01:48:56+0000
1139,99,Dont be upset PM Lee. I know family differences can be resolved as one family always stays together,0.7,0.3,2017-06-14T03:51:34+0000
1140,135,If you are able to maintain every agree and disagree matter on good will you will win again PM Lee. ? Just defend what you believed in.,1.3,0.6,2017-06-14T05:14:32+0000
1141,401,"My message to Lee Hisen Yang : If all you children really care for your dad and not for self-interest, then stop fighting. Your public accusation of PM only brings mockery to your family and your dad in heaven is crying for his years of dedication and hard work and his reputation has been damaged. Think not for what he wanted in the past, think what he wants now. That is harmony among the 3 of you.",1.1,-0.1,2017-06-18T02:58:50+0000
1142,21,???. ???????????????.,A,N,2017-06-15T08:01:28+0000
1143,71,"Don't be upset, i think you know democracy go up with hapless and hope.",0,0,2017-06-14T06:11:15+0000
1144,1870,"This is my opinion.  Sadly Singapore has not change for the better since you lead the government.  It is not longer Singapore first.  I see and feel the unahappiness, the grouses and the joblessness.  We see jobs taken away, we see more people added to this island as if it Singapore can only survive if we had a big BIG population and that is the only way Singapore will survive. You don?t have a solution for Singapore and your have maxed out so to say.  The members of your party are not coming from people who have conviction but people who are from mostly the military and who will say YES to everything.  Who really cares I have a big pay cheaque kind of thing that YES would be what they abide to.  The old guard are different; they are passionate about Singapore, it was not about money but Singapore first unlike your team who feels they have a sense of entitlement.   The Singapore identity is fast disappearing.     I can see your followers here will go all out to bowl you over, wash you with praises and what have you.  They are just insincere and rotten to the core.  Not many will be as frank as I can be.  I have voted for the ruling party but not the last GE.  I don?t believe you have the ability to lead when your support are made of YES people.  That a disaster for Singapore.  We need leaders and men with conviction and passion. You don?t have them. As Lee Hsien Yang?s son. once said  LKY foresake personal gain.  Can you and your team do so for Singapore?  If they cannot do you think they should be in your cabinet?  To those who write sweet stories here? I am truly ashamed that you are Singaporeans. HOW LOW DO YOU HAVE TO STOOP DOWN? These are the feelings of the Singaporeans, taxi drivers, men sitting down at coffee shop wondering day in and day out how life is unfolding not for the better.  Gosh you need to have the government revamped.",8.8,0,2017-06-14T02:43:48+0000
1145,18,Well said my PM...,0,0,2017-06-14T03:00:14+0000
1146,60,Sir! Do what you and your G are best at!! Sue them bankrupt!,1.1,0.1,2017-06-14T03:49:03+0000
1147,344,Isn't this Singapore matters than family matters as LKY is Singapore's founding father? ?the money value is belong to the family but the historical value belongs to Singapore! ? so it's good to address this issue publicly!!! Singaporean students probably ask where is Singapore's founding father's house (50 or 100 years from now) ? #33 ???????,0.8,-0.4,2017-06-16T05:15:16+0000
1148,125,"Dear PM Lee, everyone of your families need to have GRACE in your heart and problem will be solved. may God Blessed you all .",0.7,0.3,2017-06-14T04:22:43+0000
1149,138,this very common in our chinese society. when father pass away all siblings will  have disagreement or other opinion on their father will.,0.3,0.1,2017-06-14T04:18:21+0000
1150,40,"Please take care of your health, PM Lee!",0.2,0.2,2017-06-14T01:52:34+0000
1151,44,LET the house go. We respect LKY's decision.,0.3,0.1,2017-06-14T01:57:47+0000
1152,55,Stay strong PM and enjoy your holiday with your family!,0.2,0.2,2017-06-14T01:52:50+0000
1153,413,"With due respect to PM Lee that PM encountered his siblings allegations of our late MM Lee Kuan Yew's will & his estates.  I've commented in his honourable facebook that ""We got to respect individual has their own perspective!""    To my believe that Mr Lee Hsien Yang & Dr Lee Wei Ling were over doing against their eldest brother & Our SG PM without proving their concrete comments in documents inconsiderately !",0.9,0.2,2017-06-15T17:16:52+0000
1154,71,Only parental n god's love r true n binding. The rest r mostly selfish.,0.8,0.2,2017-06-14T16:03:48+0000
1155,89,Stay strong. You are doing a great job for Singapore. Your integrity is without question.,1.3,0.3,2017-06-14T02:50:18+0000
1156,58,I hope Mr Lee will stay strong to settle the family issue.,0.5,0.5,2017-06-14T05:20:31+0000
1157,120,Actually I hope the house is preserved. It is a beautiful historical house. Can make it a museum for future generations.,1.9,0.6,2017-06-14T04:22:49+0000
1158,23,PM - we are with you...,0.2,0.2,2017-06-14T01:56:21+0000
1159,118,"Mr PM Lee, stay Strong, take good care of your health and Mrs Lee too. ???????????????????????????????????????????????",0.9,0.9,2017-06-14T01:45:57+0000
1160,194,Adult siblings shld respect each others' choice. Not control them. Control or dominate is not love. such blood relationship is not bonding but enslavement. So siblings wld leave such blood ties.,2,0,2017-06-14T16:02:29+0000
1161,94,???????????? ????????????  Hopefully can settle all the misunderstandings  stay strong ???????,A,N,2017-06-14T07:26:02+0000
1162,17,#keepthedamnhouse,0.1,0.1,2017-06-14T02:41:37+0000
1163,116,meritocracy for all races except for the Malays are banned from Airforce and the Navy  as they dont have the ability,0.6,-0.6,2017-06-17T11:52:51+0000
1164,179,I'm just an outsider. I always look up to Sir and your leadership. Publishing an statement like that is very inconsiderate and stupid act. Enjoy your holiday with your family Sir.,1.9,0,2017-06-15T12:19:48+0000
1165,79,"You have my blessings my dear PM. We trust you will do the right thing, always.",1.3,0.6,2017-06-17T10:37:36+0000
1166,116,Stay strong always! May wisdom be blessed and resolve internal matters within. Singapore moves on and in good hands.,1.5,0.4,2017-06-14T02:15:53+0000
1167,216,Have..a nice day..to..you...Dear..Pm..LHL.  i..been worried....are you...5 days..no more on facebook pageg......but.....wishing you..happy.....goodhealt.....goodluck......wt singapore. Country ... too....godbless....,1.1,0.5,2017-06-14T02:23:51+0000
1168,52,"You go sir, family issues should stay in the family.",0.3,0.3,2017-06-14T01:51:30+0000
1169,127,https://sg.news.yahoo.com/pm-lee-not-involved-talks-ministerial-committees-deliberations-lky-house-pmo-110208252.html  Reminder,0.4,0.4,2017-06-14T11:39:48+0000
1170,170,??????????????????????????????????????????12:19 ????????????????????????????????????????????????????????????????????????????????????????????????????????? ????????????????,A,N,2017-06-17T07:34:28+0000
1171,26,We are with u great Sir...,0.5,0.5,2017-06-14T02:07:31+0000
1172,65,Dear Sir ( Mr Prime Minister ). Enjoy your trip with your family.,0.9,0.3,2017-06-14T01:58:20+0000
1173,61,"Will pray for you and your family for peace, grace and mercy.",0.8,0.8,2017-06-14T04:23:28+0000
1174,55,"there is no decision that will please everyone, well...",0,0,2017-06-14T13:33:05+0000
1175,77,Cheer up PM Lee follow your heart to do the way is right :) stay happy always,1.2,0.6,2017-06-15T03:40:08+0000
1176,21,Will still support u!,0.2,0.2,2017-06-14T02:02:19+0000
1177,292,"Distasteful attack by your siblings! One should settle any differences amicably,  maturely and lets not drag politics /Government into your personal differences. Attacking your PM on FB is despicable and should not be tolerated. It is disrespectful to all fellow Singaporeans. Stay Strong PM!",2.2,-0.1,2017-06-14T02:08:28+0000
1178,64,"I will standby you, PM Lee. Enjoy your Holiday with your family.",1.2,0.6,2017-06-14T09:30:53+0000
1179,22,Let us not be divided.,0.3,-0.3,2017-06-14T02:07:32+0000
1180,138,Enjoy your well deserved and rare break. We know what you have done for Singapore and as our elected captain we will stand behind you ?%!?,1.6,0.8,2017-06-14T14:21:21+0000
1181,502,So basically Lee Kuan Yew did not care about his family after he died. He basically just wanted to demolish the house without thinking about what this might do to his family (breakup/squabbles etc.). Isn't it a bit selfish? How did the situation end up being a quarrel over a house? If Lee Kuan Yew had foresight would he have predicted this? Did he want his children to fight over this? What idiosyncrasies led him to think that he could demolish the house and that not lead to the family breaking up?,1.9,-0.2,2017-06-14T15:49:18+0000
1182,37,?????????????????????. ?????????. ??.,A,N,2017-06-15T08:03:44+0000
1183,85,So many people scoring points.  I doubt PM lee even will notice you.    So saddddddd.,0.9,-0.1,2017-06-14T06:42:08+0000
1184,112,"Me Lee, cheer up, u will shut their mouths by action, not words, I believe in u, don't brood over the negativity",0.4,0.4,2017-06-14T08:34:40+0000
1185,67,"We believe in you, stay strong and enjoy your holiday with family.?",0.6,0.6,2017-06-14T04:18:57+0000
1186,74,Dear Sir;           Do the Best You Can. I trust you and your family.?????,1.4,0.7,2017-06-15T08:45:13+0000
1187,325,"Dear Mr Lee,  I share your sadness that your siblings chose this way to attack you while you are on vacation. How vicious of them!  If they wish to leave Singapore so be it. Let them go and not do Singapore further damage.  They have done such a great dishonour to their own father. Shame on them!!!  We are with you Mr Lee..",2.8,0,2017-06-14T08:54:53+0000
1188,361,"Stay strong, Mr Lee. Yours siblings will learn from theirs mistake. They should take the pledge everyday to remind them that we should united as one. We all know that its not an easy task for being a leader, and if you think your son or whoever has e ability to carry on your spirit, leading Singapore to more prosperous, just do it. Time will proof everything.",1,0.2,2017-06-15T23:45:26+0000
1189,336,I believe Mr. Lee Hsien Loong has very good reason to want to preserve the house. The 2 siblings are rather immature to accuse him and bring it out into the public. The house where Lee Kuan Yew lived should  become a heritage site and  is good for tourism. Preserving the house and keeping it intact would boost history and tourism. ???,2.4,0.5,2017-06-15T07:33:05+0000
1190,45,Sir. We are behind you. Thanks for everything,0.9,0.3,2017-06-14T01:45:45+0000
1191,27,You are a PUBLIC figure (.),0.1,0.1,2017-06-14T02:16:21+0000
